Abberration -> Aberration
Abit -> A bit
Abligation -> Obligation
Absorbtion -> Absorption
Accessability -> Accessibility
Accessable -> Accessible
Accidentily -> Accidentally
Accomodate -> Accommodate
Accomodation, Acommodation -> Accommodation
Accordian -> Accordion
Accross -> Across
Acheive -> Achieve
Acheivement -> Achievement
Acount -> Account
Addendums -> Addenda
Administeration -> Administration
Adress -> Address
Aformentioned -> Aforementioned
Afterall -> After all
Agression -> Aggression
Agressive -> Aggressive
Aircrafts -> Aircraft
Alarmclock -> Alarm clock
Albiet -> Albeit
Alledged -> Alleged
Allright -> All right
Allways -> Always
Alot -> A lot
Alterior -> Ulterior
Alumnas -> Alumnae
Alumnuses -> Alumni
Amature, Amatuer -> Amateur
Ammount -> Amount
Analagous -> Analogous
Analise -> Analyse
Analyist -> Analyst
Analysises -> Analyses
Analyzis -> Analysis
Apparantly -> Apparently
Appearence -> Appearance
Apreciate -> Appreciate
Aquire -> Acquire
Archaelogical, Archælogical -> Archaeological
Architype -> Archetype
Arguement -> Argument
Arised -> Arose, Arisen
Arithmatic -> Arithmetic
Arquitecture -> Architecture
Arrangment -> Arrangement
Artical -> Article
Articals -> Articles
Artifical -> Artificial
Asisst -> Assist
Assasination -> Assassination
Assesment -> Assessment
Assistence -> Assistance
Aswell -> As well
Asyncronous -> Asynchronous
Athiest -> Atheist
Automous, Authonomous -> Autonomous
Auxillary -> Auxiliary
Awaked -> Awoke, Awoken
Axises -> Axes
Backround -> Background
Bacteriums -> Bacteria
Badley -> Badly
Bankrupcy -> Bankruptcy
Basicly -> Basically
Basises -> Bases
Batmitzvah -> Bat mitzvah
Beared -> Bore, Borne
Beated -> Beat, Beaten
Beautyful -> Beautiful
Becomed -> Became, Become
Becuase -> Because
Beggining, Begining -> Beginning
Begined, Beginned -> Began, Begun
Beleive, Belive -> Believe
Bended -> Bent
Benificial -> Beneficial
Benifit -> Benefit
Beted, Betted -> Bet
Binded -> Bound
Bisons -> Bison
Bited -> Bit, Bitten
Bizzare -> Bizarre
Bleeded -> Bled
Blowd, Blowed -> Blew, Blown
Bological -> Biological
Breaked -> Broke, Broken
Bringed -> Brought
Broadcasted -> Broadcast
Buffalos, Buffaloes -> Buffalo
Builded -> Built
Buisness -> Business
Bursted -> Burst
Buyed -> Bought
Bycicle -> Bicycle
Cabinent -> Cabinet
Calender -> Calendar
Calfs -> Calves
Cardridge -> Cartridge
Carreer -> Career
Carribean -> Caribbean
Casted -> Cast
Catagory -> Category
Catched -> Caught
Caucasion -> Caucasian
Cemetary -> Cemetery
Centeral -> Central
Charecter -> Character
Charismas -> Charismata
Chauffer -> Chauffeur
Chemestry -> Chemistry
Childs, Childrens -> Children
Choosed -> Chose, Chosen
Clearence -> Clearance
Clinged -> Clung
Collegue -> Colleague
Collelation, Cerrelation -> Correlation
